p_val	avg_log2FC	pct.1	pct.2	p_val_adj
LAMA4	1.11745463961401e-05	0.261143112201959	0.842	0.411	0.0130630447370878
PLP2	7.44221117919347e-05	-0.508766007505734	0.368	0.727	0.0869994486847717
MMP19	0.00012021826852892	-0.285600114583888	0.105	0.413	0.140535155910307
TGFBI	0.000157115764518204	-0.617049119649022	0.526	0.932	0.183668328721781
FCGR2B	0.000207084696961501	-0.524675922312115	0.368	0.655	0.242082010747994
CD300E	0.000303670562462051	-0.454963946664305	0.579	0.732	0.354990887518138
FCGBP	0.000378469740837164	0.382718821433025	1	0.981	0.442431127038644
FCN1	0.000542868399077339	-0.434756501044251	0.316	0.554	0.63461315852141
ADAM8	0.00055101500033409	-0.371792368522223	0.474	0.642	0.644136535390551
HSPA1A	0.000576118566888953	0.517679077869891	0.947	0.827	0.673482604693186
A2M	0.000642360765875774	0.403229341463274	0.947	0.936	0.75091973530878
DUSP4	0.000653128317118677	-0.310832680865704	0.316	0.594	0.763507002711734
CCL4L2	0.000656437943575074	0.279123590657903	1	0.99	0.767375956039262
HSPG2	0.000762372778313719	0.436280439248976	0.895	0.589	0.891213777848737
APOE	0.000842700248062769	0.271065856802542	1	0.991	0.985116589985377
SYNE2	0.000856674683987956	0.260349274669778	0.947	0.675	1
ANPEP	0.00101203740295278	-0.471439873047083	0.368	0.603	1
S100A4	0.00113153623052015	-0.529947849210033	0.842	0.949	1
CD44	0.00117136833379635	-0.531878800205994	0.579	0.87	1
INHBA	0.00119186229071186	-0.332707842379971	0.368	0.572	1
CCL3	0.00125000187166537	0.276853778293727	1	0.965	1
PDGFA	0.00145065693992348	0.33518565006145	1	0.782	1
SPARCL1	0.00156117017420746	0.364595625605601	0.895	0.519	1
VWF	0.00156968793906462	0.329358929086433	0.789	0.456	1
APOC1	0.00173411088628444	0.31331072722004	1	0.967	1
S100A12	0.00178498363793614	-0.349324048430784	0.263	0.488	1
AHNAK	0.00183774655847778	-0.334808400278446	0.211	0.492	1
LGMN	0.00193885921940645	0.362078780900433	1	0.793	1
S100A10	0.00202766091590352	-0.839692185546437	0.579	0.858	1
IGFBP4	0.00220273033931599	0.38910684347181	0.895	0.614	1
EGR1	0.00222262564483417	0.376029109118493	0.947	0.816	1
ATP2B1-AS1	0.00247309814821048	-0.390752508837215	0.421	0.744	1
FOLR2	0.00281386285908845	0.39939296259081	0.895	0.825	1
CYTOR	0.00282022111524206	-0.35664585428782	0.421	0.708	1
LYZ	0.0031234694200155	-0.569076915966894	0.737	0.886	1
CXCL3	0.00314735326689658	-0.682910077731595	0.421	0.586	1
MCEMP1	0.00319246661017545	-0.307730122711196	0.316	0.524	1
SMIM25	0.00343276863846961	-0.378488168911041	0.368	0.602	1
SHROOM4	0.00431489685374914	0.464250086962452	0.684	0.363	1
THBS1	0.00431855498199729	-0.63398245847228	0.158	0.38	1
CCL4	0.00442167419747925	0.282236139089359	1	0.964	1
SPARC	0.00447683006631889	0.688360695397649	0.737	0.425	1
VCAN	0.00469770532109386	-0.707066356097876	0.526	0.638	1
ABHD5	0.00488056174397451	-0.367337244630853	0.211	0.535	1
DLL4	0.00544502084847836	0.253004599492167	0.737	0.45	1
CEMIP2	0.00618334723212121	-0.28564911892297	0.579	0.643	1
S100A6	0.00623011115112805	-0.649519939548265	0.789	0.875	1
CH25H	0.00648968041026405	-0.421980088391021	0.158	0.371	1
C15orf48	0.00706632488438949	-0.339660828590465	0.421	0.671	1
CLEC5A	0.00732414632900069	-0.450298871667322	0.579	0.804	1
MARCO	0.00746975946283804	-0.542853866762606	0.263	0.402	1
TIMP1	0.0086599507680864	-0.527968694282879	0.684	0.878	1
ADM	0.00880040440093164	-0.403112591681954	0.368	0.558	1
FLT1	0.00891745089563184	0.460242081114175	0.789	0.549	1
TAF9	0.0107293600795297	-0.332517471460541	0.421	0.582	1
FBP1	0.0127112242157907	-0.456724022856376	0.579	0.721	1
S100A9	0.0136080935362518	-0.353445788110852	0.947	0.966	1
NDRG1	0.015146167876784	-0.38024021120848	0.579	0.71	1
HMGB2	0.0158516548620246	-0.352318115860504	0.368	0.598	1
FLNA	0.0163966851279399	-0.359659968092116	0.474	0.659	1
DLC1	0.0195112435048713	0.376191150644886	0.737	0.43	1
COL4A2	0.0207537916961539	0.473367725617088	0.684	0.473	1
SLC16A10	0.0218793974171147	-0.411654869368168	0.737	0.805	1
NCKAP1	0.0225268982652629	0.257252747866856	0.632	0.323	1
S100A8	0.0262764097390185	-0.485532774842034	0.789	0.905	1
AREG	0.0320300639861229	-0.456557603058163	0.368	0.488	1
PLIN2	0.0341891116619288	-0.565896407398751	0.684	0.771	1
DDIT4	0.0367995483974264	-0.330940168176028	0.368	0.575	1
TUBA1C	0.0385709163435632	-0.32397946611367	0.632	0.811	1
PTGER4	0.0386448896977878	-0.389422330413496	0.789	0.766	1
TAGLN2	0.039491620178264	-0.285444961620274	0.789	0.858	1
THBD	0.0406578753787574	-0.346532339741824	0.737	0.785	1
PHLDA1	0.0431047724560336	-0.416197888886327	0.579	0.678	1
TXNIP	0.0451859021849532	-0.37100056617348	0.632	0.782	1
RAB42	0.0487691132515911	0.318435523541624	0.684	0.585	1
INSIG1	0.0507919703490413	-0.269684269985687	0.632	0.704	1
IFITM2	0.0537832358975781	-0.30780015701407	0.842	0.799	1
IFI27	0.0565836341152121	0.494251011369209	0.632	0.385	1
ABL2	0.0597485349192536	0.299255665657314	0.947	0.807	1
CLDN5	0.0607470793368018	0.54392091584989	0.684	0.479	1
TREM1	0.0681834080641781	-0.316933210131726	0.947	0.781	1
NUPR1	0.0699858957255528	-0.52501402782891	0.526	0.479	1
ANXA2	0.0743903120097964	-0.300001013704763	0.737	0.884	1
HSPB1	0.0768395810964994	0.269698273630969	0.895	0.857	1
