p_val	avg_log2FC	pct.1	pct.2	p_val_adj
HLA-DQA1	3.31819998441864e-05	0.772274245195011	1	0.951	0.0387897578178539
CST7	6.25160627209923e-05	0.579706448224598	1	0.716	0.07308127732084
PLAC8	0.000351459749335609	0.969053790000892	1	0.649	0.410856446973327
AC004817.3	0.000381692584917544	0.276073066103155	1	0.791	0.446198631768609
PKIB	0.000470815089180752	0.63759456746758	1	0.767	0.550382839252299
LSP1	0.000699198756240391	0.686554901759949	1	0.742	0.817363346045017
ADAM19	0.000881568438633156	0.544919802968647	1	0.649	1
GPR183	0.0012324000663361	0.626690053602671	1	0.866	1
PTTG1	0.0013961409554511	-0.385519417248725	0.143	0.66	1
LTB	0.00164087791118347	0.383088961880128	0.857	0.565	1
LYZ	0.00266754768814601	0.620254855237428	1	0.886	1
S100B	0.00286880694387172	0.545646090781342	1	0.841	1
ID3	0.00289139931368647	-0.325270065273934	0	0.58	1
TPX2	0.00425084722777614	-0.302880070304251	0.286	0.738	1
CLEC10A	0.00449117609753572	0.869336454726168	0.857	0.415	1
IL7R	0.00472553626634936	0.823499447593326	1	0.843	1
APOE	0.00634089791465239	-0.522261720323048	1	0.991	1
JAML	0.00678614926204885	0.676525750736476	1	0.684	1
CD163	0.00687019873126908	-0.809404387065122	0.571	0.84	1
RIPOR2	0.00800973299590388	0.29818990786188	0.857	0.351	1
CRIP1	0.0107158390238623	0.3173197710999	0.857	0.617	1
GPR84	0.0110748661830928	0.381201028716286	1	0.852	1
HBEGF	0.012154536710324	0.474250019044209	1	0.879	1
MKI67	0.0138220992774922	-0.418796083332298	0.429	0.777	1
RFLNB	0.0146470625173826	0.436309363582045	1	0.665	1
TSPYL2	0.0147813351168811	-0.33369077102222	0.143	0.525	1
GPAT3	0.01659595324183	0.50516030879687	0.857	0.66	1
APOC1	0.0171936724741351	-0.496992464221491	1	0.967	1
LGALS3BP	0.0209909207423107	-0.260786548790658	0.286	0.764	1
PON2	0.0223048344733089	0.25418961254861	0.857	0.539	1
S100A6	0.0233570728908212	0.512113759017893	1	0.875	1
TOP2A	0.0235530668011595	-0.400326657058558	0.571	0.782	1
RHOC	0.0245779863457952	0.392567452254653	1	0.881	1
BIRC5	0.0252156121064534	-0.34023886860277	0.571	0.795	1
C15orf48	0.0253251102710792	0.643053887458655	0.857	0.671	1
PLP2	0.0255164201870839	0.398725610564388	1	0.726	1
FCGBP	0.0258549555967653	-0.539774035732273	0.857	0.982	1
FCER1A	0.0265190199637595	0.722845211481569	0.714	0.584	1
MRC1	0.0267477988351705	-0.68582735185423	0.429	0.694	1
ARL4C	0.0269457328960299	0.429073011894088	1	0.918	1
GABPB1-AS1	0.0284189283021152	0.373950711532976	0.857	0.494	1
TUBA1A	0.0285596889878396	0.464463931566781	1	0.936	1
NRP1	0.0295809650365545	-0.494809096435337	0.714	0.899	1
IRF1	0.0301803873969705	-0.481306818943643	0.286	0.707	1
