p_val	avg_log2FC	pct.1	pct.2	p_val_adj
SDS	3.75305564807899e-130	0.822818654255659	0.987	0.793	4.38732205260434e-127
CTSD	6.40202750309376e-123	0.437257802716723	1	0.975	7.48397015111661e-120
ACP5	5.91657026836706e-112	0.836654279579995	0.959	0.598	6.91647064372109e-109
PLA2G7	1.37629594640272e-110	0.647874767641931	0.968	0.62	1.60888996134478e-107
ADAMDEC1	1.39440726796403e-95	0.417320421875981	0.984	0.818	1.63006209624995e-92
TK1	2.94820885980752e-95	-0.311472150492664	0.275	0.776	3.446456157115e-92
LGMN	6.86520611544617e-95	0.701575359194306	0.984	0.789	8.02542594895658e-92
OTOA	6.9511957438839e-93	0.433599365732441	0.949	0.641	8.12594782460028e-90
CTSL	8.13264853417167e-81	0.51229054005741	0.994	0.903	9.50706613644668e-78
LGALS3	1.3312967588721e-76	0.594623442203507	0.991	0.816	1.55628591112148e-73
LIPA	1.14559086115694e-74	0.548277497183182	0.994	0.76	1.33919571669247e-71
CD9	8.96033365219281e-62	0.51315154197344	0.972	0.729	1.04746300394134e-58
GPNMB	2.26793636259631e-61	0.571981481279466	0.981	0.676	2.65121760787508e-58
TPX2	9.88930515473838e-49	-0.283420590269397	0.595	0.741	1.15605977258892e-45
MGLL	1.24338056242204e-48	0.312394892611117	0.82	0.447	1.45351187747136e-45
TYMS	1.21182989254146e-46	-0.301756271487493	0.411	0.677	1.41662914438096e-43
PAPSS2	1.30346612865503e-44	0.277968093889293	0.984	0.698	1.52375190439773e-41
SELENOP	3.95539148733966e-39	0.28782395180304	0.94	0.638	4.62385264870006e-36
CR1	5.49629205819814e-39	0.29573707500016	0.785	0.515	6.42516541603363e-36
CD36	4.1781686429999e-33	0.332456698872085	0.753	0.379	4.88427914366688e-30
GCHFR	2.65771352703615e-32	0.435315616765571	0.778	0.568	3.10686711310525e-29
LMNA	7.17539003564947e-31	0.318485870607913	0.943	0.75	8.38803095167423e-28
ARL4C	7.30915820879632e-29	0.293596436033463	0.987	0.917	8.5444059460829e-26
MKI67	8.75393615544085e-29	-0.394115834603175	0.782	0.776	1.02333513657104e-25
TCN2	2.15753610460123e-27	0.298084620484341	0.728	0.467	2.52215970627884e-24
BIRC5	1.92570982022848e-24	-0.321617873676494	0.832	0.794	2.25115477984709e-21
NRP2	8.67907499558591e-24	0.253497312082401	0.908	0.655	1.01458386698399e-20
DUSP2	4.62942157173205e-23	0.29481023714657	0.94	0.814	5.41179381735476e-20
PCLAF	2.11426221127337e-22	-0.306652862114008	0.896	0.765	2.47157252497856e-19
TXN	5.3208351651201e-22	0.292892051436005	0.949	0.707	6.22005630802539e-19
PLTP	7.07396402430073e-22	0.291022303452661	0.937	0.743	8.26946394440755e-19
PMP22	8.08781917611636e-22	0.250712447339755	0.959	0.82	9.45466061688002e-19
TGFBI	5.31712740698773e-20	0.265516406504521	1	0.93	6.21572193876866e-17
CCL3L1	5.47399651320963e-20	-0.259966072593752	0.991	0.97	6.39910192394206e-17
KCNQ1OT1	9.52442264832885e-20	0.263660624551937	0.759	0.481	1.11340500758964e-16
HMOX1	3.35447034458541e-19	0.318228819963064	0.937	0.774	3.92137583282034e-16
ZNF331	4.0252976250658e-18	0.256264840010888	0.994	0.901	4.70557292370192e-15
FABP5	5.80247415007123e-16	0.265085539232416	0.927	0.765	6.78309228143327e-13
S100A8	9.3722797461929e-15	-0.328601866130186	0.918	0.904	1.09561950232995e-11
CXCL3	2.49635264517363e-13	0.296682061809129	0.816	0.581	2.91823624220798e-10
MCEMP1	7.46611001039885e-13	-0.259426371243151	0.453	0.525	8.72788260215625e-10
TOP2A	1.63733346197839e-07	-0.359444207884769	0.915	0.779	0.000191404281705273
VCAN	3.26128493692258e-05	-0.337238870939578	0.687	0.637	0.038124420912625
