p_val	avg_log2FC	pct.1	pct.2	p_val_adj
MRC1	0	0.580528804313915	0.957	0.628	0
HAMP	0	-0.587355204324666	0.959	0.954	0
FCGR2B	0	0.494587885797048	0.899	0.594	0
NRG1	0	0.426338330440005	0.948	0.726	0
PLIN2	0	0.654302813816187	0.934	0.73	0
STMN1	0	-0.656754523670903	0.83	0.896	0
APOE	0	-0.483504698278141	0.976	0.994	0
EMP3	0	0.482004395574419	0.977	0.842	0
TIMP1	0	0.707503889324436	0.985	0.851	0
CSTB	0	0.492010685682881	0.958	0.858	0
APOC1	0	-0.515181495653177	0.925	0.977	0
S100A6	0	0.75618946961562	0.992	0.846	0
FBP1	0	0.687657992533405	0.921	0.671	0
CXCL8	0	0.517432056875826	0.989	0.921	0
FLNA	0	0.699973027130492	0.912	0.596	0
MARCO	0	0.770296088101374	0.775	0.31	0
CLEC5A	0	0.558665078322893	0.978	0.761	0
VEGFA	0	0.514895585176502	0.9	0.641	0
VIM	0	0.464642327729659	1	0.972	0
SMIM25	0	0.565743918779732	0.852	0.54	0
CD52	0	0.597622218197014	0.881	0.51	0
UPP1	0	0.523194303246192	0.922	0.696	0
FCGBP	0	-0.51102686366291	0.983	0.981	0
FCN1	0	0.327800798722197	0.871	0.476	0
ASPM	0	-0.25200693039743	0.352	0.65	0
VCAN	0	1.0867892093001	0.973	0.555	0
S100A10	0	0.828919537776552	0.992	0.825	0
CXCL1	0	0.69091802307837	0.789	0.369	0
C15orf48	0	0.761771646720921	0.914	0.611	0
A2M	0	-0.532518989270307	0.915	0.941	0
CDA	0	0.310360811072753	0.883	0.518	0
EREG	0	0.905582218325486	0.829	0.39	0
TREM1	0	0.566802661499379	0.971	0.735	0
ANXA1	0	0.427384858068115	0.958	0.846	0
FAM129B	0	0.355142727696951	0.927	0.595	0
PPBP	0	0.459283568802227	0.821	0.528	0
CXCL2	0	0.862678029395798	0.9	0.568	0
CD44	0	0.539124487989565	0.989	0.84	0
ANPEP	0	0.775203284706067	0.966	0.514	0
CXCL3	0	1.05323449175827	0.91	0.506	0
BIRC5	0	-0.379540228559383	0.691	0.82	0
MCEMP1	0	0.627989901092418	0.889	0.433	0
DUSP4	0	0.570982757529454	0.889	0.521	0
RETN	0	0.643392159557011	0.914	0.442	0
CCND1	0	-0.50223454967949	0.926	0.907	0
SLC7A11	0	0.327271854169609	0.891	0.481	0
CD300E	0	0.397996305208841	0.934	0.682	0
ADAM19	0	0.259014288248371	0.828	0.605	0
IL7R	4.56830292498117e-308	0.296507275444261	0.949	0.817	5.34034611930298e-305
NDRG1	3.99381394358364e-303	0.521252379233757	0.911	0.66	4.66876850004928e-300
PHLDA2	1.3389948168828e-300	0.295017039271337	0.899	0.722	1.56528494093599e-297
HLA-DQA1	5.04287959538412e-294	-0.382749501489066	0.946	0.952	5.89512624700404e-291
SPP1	5.05498305088954e-291	-0.26657768518669	0.998	0.999	5.90927518648987e-288
PLP2	4.79929684723778e-260	0.385067513913881	0.921	0.678	5.61037801442097e-257
SLC2A3	5.85859707286473e-258	0.444900005457038	0.98	0.838	6.84869997817887e-255
CEP55	1.65256085965789e-256	-0.284475652968563	0.728	0.747	1.93184364494008e-253
SH3BP5	4.0278110891692e-256	0.342565966353219	0.863	0.566	4.70851116323879e-253
ANXA2	2.42423138357626e-251	0.341876692461671	0.97	0.863	2.83392648740065e-248
CCL4L2	1.17017520034507e-245	-0.303822682150767	0.986	0.991	1.36793480920339e-242
TAGLN2	5.63280590514182e-241	0.347418057963951	0.945	0.836	6.58475010311079e-238
MMP19	1.67935692412471e-236	0.486911527759408	0.706	0.341	1.96316824430179e-233
LYZ	5.85798535356356e-236	0.379542779832015	0.978	0.863	6.84798487831581e-233
RAB13	9.30848496587937e-233	0.490388923433981	0.763	0.488	1.0881618925113e-229
LGALS3	1.90319915666653e-231	0.422160227148547	0.949	0.787	2.22483981414317e-228
FOLR2	1.50504453933257e-225	-0.420906112396928	0.847	0.819	1.75939706647977e-222
PNP	1.75315870619542e-220	0.295604244052755	0.981	0.857	2.04944252754244e-217
CCL4	1.14353815353247e-215	-0.324188046193186	0.952	0.967	1.33679610147946e-212
PHLDA1	1.23401571605696e-209	0.423535783024383	0.828	0.641	1.44256437207058e-206
