p_val	avg_log2FC	pct.1	pct.2	p_val_adj
STMN1	0	1.06977839398453	0.999	0.877	0
CDK1	0	1.00791325931118	0.967	0.578	0
CEP55	0	0.803965134788489	0.955	0.732	0
ASPM	0	1.18814592773578	0.971	0.571	0
KIFC1	0	0.656499277254793	0.923	0.638	0
DLGAP5	0	0.875544439027571	0.967	0.623	0
KNL1	0	0.866401777350337	0.963	0.735	0
CDKN3	0	0.787133856114656	0.941	0.631	0
NCAPG	0	0.835927994439467	0.958	0.694	0
TPX2	0	1.12966599092719	0.984	0.725	0
HMMR	0	1.07187449453955	0.974	0.597	0
CENPF	0	1.36197711806214	1	0.785	0
ANLN	0	0.880365520892549	0.943	0.592	0
H2AFZ	0	0.714446511961341	1	0.875	0
PLK1	0	0.75256950372009	0.917	0.666	0
MKI67	0	1.43303054502231	0.995	0.765	0
CKAP2L	0	0.713060832645005	0.942	0.624	0
SMC4	0	0.924700656215609	0.988	0.742	0
HMGB2	0	0.944442348181592	0.993	0.577	0
BIRC5	0	1.00262452436835	0.997	0.784	0
NDC80	0	0.724173132543589	0.942	0.598	0
AURKB	0	0.658156867694461	0.927	0.596	0
UBE2C	0	0.976552655569879	0.96	0.678	0
GTSE1	0	0.910320269333848	0.959	0.677	0
NUSAP1	0	1.20623654564469	0.993	0.691	0
TOP2A	0	1.336393144912	1	0.77	0
CENPE	0	0.961909528324322	0.951	0.523	0
KIF23	0	0.71721243729438	0.934	0.508	0
SGO2	0	0.812422748890764	0.954	0.663	0
BUB1B	0	0.744178807101643	0.943	0.657	0
CDC20	1.23612393615701e-304	0.752055422112774	0.93	0.743	1.44502888136754e-301
PCLAF	2.08350758089373e-302	0.83435973727151	0.963	0.757	2.43562036206476e-299
KIF20B	2.12898045220125e-302	0.75582569494523	0.954	0.625	2.48877814862326e-299
PTTG1	3.4314958670457e-302	0.890045720704451	0.958	0.643	4.01141866857642e-299
NUF2	5.54699382006392e-293	0.651427103545362	0.908	0.613	6.48443577565472e-290
TK1	2.02691289628563e-287	0.728147451813667	0.958	0.755	2.3694611757579e-284
CCNB1	2.81484591673764e-283	0.859575502767174	0.91	0.655	3.2905548766663e-280
HIST1H4C	3.33471465099046e-277	1.08925109146884	0.96	0.887	3.89828142700785e-274
BUB1	1.44506530727429e-266	0.6062729134622	0.877	0.6	1.68928134420364e-263
CDCA3	6.08825937084095e-266	0.565901014357822	0.875	0.599	7.11717520451308e-263
KIF4A	7.77970698454981e-260	0.592283909952594	0.877	0.594	9.09447746493872e-257
TYMS	2.20546558231684e-256	0.791827334584663	0.925	0.658	2.57818926572838e-253
KIF14	7.62212334650287e-253	0.663423072700227	0.871	0.672	8.91026219206185e-250
CCNA2	7.87748963121631e-244	0.604811951554619	0.867	0.674	9.20878537889187e-241
DEPDC1	8.01891333996029e-237	0.555221580980138	0.853	0.71	9.37410969441358e-234
CCNB2	2.88441114725839e-227	0.652770583525544	0.864	0.647	3.37187663114505e-224
HERC5	1.09071084831568e-226	0.633796598638776	0.869	0.528	1.27504098168103e-223
CENPA	8.54767608262986e-225	0.481594361946449	0.844	0.64	9.99223334059431e-222
RRM2	1.26600790259855e-224	0.804124291038484	0.875	0.71	1.4799632381377e-221
TUBB4B	2.77576749275346e-224	0.566733901744639	0.997	0.872	3.24487219902879e-221
KIF15	4.45785001460299e-224	0.540283544615076	0.827	0.579	5.21122666707089e-221
ESCO2	1.28544961106643e-222	0.539446877238476	0.86	0.599	1.50269059533665e-219
DIAPH3	4.35673129297378e-218	0.509572091845067	0.855	0.68	5.09301888148635e-215
SAPCD2	4.345508606805e-214	0.441256783342326	0.816	0.551	5.07989956135504e-211
CKS2	4.56701937333481e-213	0.64068316061963	0.942	0.547	5.33884564742839e-210
CIT	2.00081913073203e-211	0.490843985065177	0.828	0.629	2.33895756382575e-208
HIST1H1B	1.39788446519338e-208	0.830061410763882	0.831	0.662	1.63412693981106e-205
SPC25	2.00883249287619e-192	0.492222999073461	0.803	0.627	2.34832518417227e-189
TUBA1C	3.63194540334002e-191	0.597935750898551	0.989	0.802	4.24574417650448e-188
HMGB3	1.5239211421622e-189	0.537375230269554	0.882	0.628	1.78146381518761e-186
SGO1	1.88801804300784e-178	0.449305933873333	0.793	0.537	2.20709309227617e-175
MYBL2	1.83168677348466e-175	0.462445638923714	0.812	0.73	2.14124183820356e-172
ATAD2	5.10010239786821e-175	0.626994535133227	0.855	0.69	5.96201970310794e-172
ATAD5	6.61089884094617e-167	0.434440619730377	0.844	0.647	7.72814074506607e-164
BRCA2	2.41580873845814e-162	0.438773381280441	0.848	0.589	2.82408041525756e-159
TROAP	6.21765733580017e-156	0.43498305286044	0.762	0.614	7.2684414255504e-153
DEPDC1B	4.18740870709333e-149	0.377946987489329	0.754	0.591	4.8950807785921e-146
ENPP2	3.60699530017824e-133	0.294588568905617	0.844	0.847	4.21657750590836e-130
S100A10	5.97338466370662e-126	-0.741874587705347	0.684	0.867	6.98288667187304e-123
CENPU	7.80220464573339e-122	0.379102892194147	0.758	0.447	9.12077723086233e-119
CCDC34	9.25993409316438e-118	0.378201220390526	0.74	0.557	1.08248629549092e-114
CLSPN	2.49696903319364e-117	0.530018336700104	0.806	0.709	2.91895679980337e-114
BRCA1	4.55933619956658e-117	0.376702121985969	0.768	0.635	5.32986401729333e-114
CARHSP1	4.91405952357325e-115	0.38178229999336	0.865	0.686	5.74453558305713e-112
CXorf21	6.27456485903273e-115	0.337116523870347	0.894	0.823	7.33496632020926e-112
PBK	6.94810155020118e-110	0.295700021439346	0.675	0.474	8.12233071218518e-107
H1FX	4.45726754574739e-108	0.38957984657093	0.975	0.823	5.21054576097869e-105
RNASE2	3.22285825374058e-103	0.373277017121636	0.952	0.855	3.76752129862274e-100
VCAN	6.566951330591e-98	-0.939136218543427	0.252	0.658	7.67676610546088e-95
ITGA6	9.84784384822599e-98	0.280680802081514	0.778	0.597	1.15121294585762e-94
FAM111B	1.42663939028923e-95	0.450285395568259	0.727	0.658	1.66774144724811e-92
PIMREG	1.27853996829215e-93	0.325634826121919	0.679	0.546	1.49461322293352e-90
FCGBP	4.95966946003845e-92	0.346104227278583	1	0.981	5.79785359878495e-89
S100A6	8.88681989952133e-92	-0.643765769265286	0.794	0.879	1.03886924625404e-88
HIST1H1C	1.35188145211634e-88	0.363974738353168	0.871	0.766	1.580349417524e-85
LGALS3	1.46669314577262e-87	-0.567638196762421	0.671	0.827	1.71456428740819e-84
PRDM1	9.99631958562674e-85	0.423840745757094	0.892	0.67	1.16856975955977e-81
CD59	1.28480846253215e-83	0.293494860994671	0.919	0.678	1.50194109270008e-80
NEK2	9.62136217584627e-79	0.380182346560246	0.647	0.522	1.12473723835643e-75
HJURP	1.2899028465422e-75	0.296958644700464	0.67	0.569	1.50789642760783e-72
PLIN2	1.60876819350664e-75	-0.608089119833095	0.637	0.778	1.88065001820926e-72
CDKN2D	6.30708820266163e-75	0.27847797897156	0.653	0.434	7.37298610891144e-72
S100B	7.42283336199947e-73	0.278997717977102	0.875	0.84	8.67729220017738e-70
HIST1H1D	9.71613594105859e-73	0.480904156132498	0.674	0.566	1.13581629150975e-69
ACTN4	3.9340725430215e-71	0.274724325274019	0.88	0.631	4.59893080279214e-68
CXCL8	7.99498598350815e-70	-0.41607341310252	0.881	0.938	9.34613861472102e-67
CSTB	1.04686677964455e-68	-0.400843805237357	0.906	0.877	1.22378726540448e-65
CDT1	2.00231015004503e-68	0.260650565507413	0.67	0.605	2.34070056540264e-65
PTMS	2.69920765469692e-67	0.304953379142737	0.937	0.885	3.1553737483407e-64
ANPEP	3.02219242992571e-63	-0.4749521593586	0.309	0.619	3.53294295058316e-60
HELLS	1.95703289624056e-61	0.397748462129034	0.754	0.746	2.28777145570522e-58
TIMP1	2.25468141964663e-58	-0.472239054739306	0.935	0.875	2.63572257956691e-55
KLF2	1.44142214395212e-55	0.371520579368913	0.908	0.779	1.68502248628002e-52
FOLR2	4.38027110711036e-55	0.277770576071232	0.894	0.821	5.12053692421202e-52
S100A12	1.51807249860824e-50	-0.326434873538952	0.162	0.505	1.77462675087303e-47
MCEMP1	1.69252284390855e-49	-0.390993735684154	0.206	0.54	1.9785592045291e-46
C15orf48	3.57082853343089e-49	-0.486614012906869	0.449	0.683	4.17429855558071e-46
SYNE2	4.12565422341219e-49	0.252646200230803	0.638	0.677	4.82288978716885e-46
CD52	1.49790366158574e-48	-0.387978631559459	0.255	0.601	1.75104938039372e-45
SH3BP5	3.38302486272545e-47	-0.314967159852473	0.342	0.64	3.95475606452605e-44
ACP5	7.30189206735285e-46	-0.320949587995245	0.328	0.62	8.53591182673548e-43
CXCL3	8.34832011187796e-45	-0.589461885406897	0.329	0.599	9.75918621078533e-42
CXCL2	1.31155253621022e-43	-0.537751817785258	0.404	0.645	1.53320491482975e-40
FCN1	1.37585075261527e-43	-0.476235479228806	0.285	0.568	1.60836952980725e-40
ANXA2	2.04979415289807e-43	-0.271509357760535	0.859	0.886	2.39620936473784e-40
F13A1	3.31807262163133e-43	0.293596357643949	0.913	0.859	3.87882689468703e-40
GPNMB	8.18910733531682e-43	-0.502279967250807	0.583	0.688	9.57306647498536e-40
HAMP	5.44150531016313e-39	0.292700418330988	0.943	0.956	6.3611197075807e-36
FLNA	7.92760852687582e-39	-0.451075903339759	0.476	0.668	9.26737436791783e-36
CCL2	3.48381161455412e-37	0.310241767247748	0.941	0.828	4.07257577741376e-34
AREG	3.68670198493819e-34	-0.621848241185935	0.243	0.501	4.30975462039274e-31
VEGFA	9.64234934291682e-34	-0.415942199099411	0.559	0.699	1.12719063818698e-30
DUSP4	5.47309729913876e-29	-0.269175260883741	0.392	0.604	6.39805074269322e-26
FBP1	1.40403679218091e-26	-0.351151616488136	0.571	0.729	1.64131901005948e-23
MARCKSL1	2.06110773600401e-26	-0.258163229122675	0.753	0.847	2.40943494338868e-23
EREG	3.01776948594187e-26	-0.599718786244876	0.207	0.491	3.52777252906604e-23
LSP1	4.7671027628141e-25	-0.28787130730076	0.651	0.746	5.57274312972969e-22
SLC2A3	8.93357898868699e-25	-0.31302542417297	0.909	0.863	1.04433538377751e-21
LYZ	9.51279619722334e-25	-0.264808250365147	0.948	0.883	1.11204587545541e-21
CXCL1	1.16375288391042e-24	-0.258765690731326	0.185	0.466	1.36042712129128e-21
NDRG1	5.38728033515662e-24	-0.373359171872845	0.602	0.715	6.29773071179809e-21
PHLDA1	2.09202575417561e-23	-0.276135241074331	0.536	0.686	2.44557810663129e-20
FCGR2B	4.92877305662979e-23	-0.300318298604821	0.465	0.664	5.76173570320022e-20
S100A8	2.69019519296869e-21	-0.253612854749665	0.925	0.904	3.1448381805804e-18
TREM1	3.42390073787592e-21	-0.31042047598288	0.701	0.786	4.00253996257695e-18
UPP1	2.23479886860246e-19	-0.276752944179032	0.72	0.742	2.61247987739628e-16
CD9	1.92621530031432e-17	-0.250898291478461	0.631	0.739	2.25174568606744e-14
MRC1	2.08255457127789e-16	-0.258164285318196	0.563	0.7	2.43450629382386e-13
ADM	5.84664866661158e-15	-0.291483525386228	0.406	0.566	6.83473229126893e-12
BNIP3	1.32515558957128e-14	-0.306531383481796	0.477	0.607	1.54910688420882e-11
MARCO	1.26295612295605e-13	-0.369149977108341	0.155	0.415	1.47639570773562e-10
RGCC	1.26428204151536e-13	-0.275770551603929	0.736	0.722	1.47794570653146e-10
AHNAK	1.95940314860063e-13	-0.344539980058449	0.328	0.501	2.29054228071414e-10
CD300E	3.87809432952406e-13	-0.290371904756694	0.655	0.736	4.53349227121362e-10
NUPR1	3.0515265445612e-12	-0.334770244358492	0.329	0.487	3.56723453059204e-09
SMIM25	9.40091244635806e-12	-0.295927479796851	0.503	0.607	1.09896666497926e-08
AQP9	1.45773122855691e-09	-0.289626793686913	0.328	0.47	1.70408780618303e-06
FN1	1.2612903399623e-06	-0.282658196051085	0.308	0.449	0.00147444840741592
