p_val	avg_log2FC	pct.1	pct.2	p_val_adj
MAP1B	2.87840136421056e-05	0.930641968016596	1	0.433	0.0336485119476214
CKB	2.8970817963209e-05	1.41724007627514	1	0.551	0.0338668861989913
SNCG	3.05368958299089e-05	0.402712773024599	1	0.366	0.0356976312251635
JCAD	6.53047238332949e-05	0.381738373364032	1	0.263	0.0763412221611217
PTN	8.3275417923701e-05	0.669927485042898	1	0.311	0.0973489635528064
SOBP	9.42312108066526e-05	-0.408430002027177	0	0.703	0.110156285432977
ENO2	0.0001047596378296	1.07923212092227	1	0.523	0.122464016622803
MAP2	0.00011338424574327	0.791230060886221	1	0.272	0.132546183273882
CSRP2	0.000123266551034069	0.398825159181172	1	0.482	0.144098598158827
MSX1	0.000135561225090783	-0.393886756882806	0	0.369	0.158471072131125
SAMD5	0.000157410379028273	-0.281808294142335	0	0.267	0.184012733084051
ARHGAP42	0.000181588435026573	0.598077456025318	1	0.599	0.212276880546064
SYT1	0.000185661477533842	0.792034050949693	1	0.403	0.217038267237061
SLC1A2	0.000262109396798784	0.589881016233089	1	0.334	0.306405884857779
S100A16	0.000269390000345989	0.335542549998473	1	0.4	0.314916910404462
CAMK2N1	0.000271765207255001	0.286650002439371	1	0.279	0.317693527281097
GNB5	0.000297459101877141	0.59175466699431	1	0.399	0.347729690094378
AL136987.1	0.000321575580756843	-0.376308126164248	0.167	0.724	0.37592185390475
TNS2	0.00040306412810762	0.278253826479337	1	0.475	0.471181965757808
ZEB1	0.000455906016101572	0.367447704137009	1	0.546	0.532954132822738
BNIP3	0.000511984929759072	-1.12336341902931	0.167	0.6	0.598510382888355
RDH10	0.0005867844109284	0.259812239808785	1	0.351	0.685950976375299
CD300E	0.00061674739546493	-0.499321430320136	0.167	0.732	0.720977705298503
MYO1E	0.000659060788479352	0.721401006052238	1	0.514	0.770442061732362
MYO10	0.000696337245588463	-0.867959518240541	0.167	0.67	0.814018240092913
SORBS2	0.000735142558516011	0.475196570288289	0.833	0.244	0.859381650905217
DKK3	0.000815446089274699	1.01153929829518	0.833	0.313	0.953256478362124
IGFBP5	0.000815560112555375	-0.545574599063855	0.167	0.456	0.953389771577234
CLU	0.000991274382156325	1.10780211361058	0.833	0.35	1
MPZL2	0.00104328917449157	-0.413377314965249	0.167	0.584	1
TRAC	0.00108146180794084	0.595151779249223	0.833	0.379	1
DNAJB4	0.00114115588983008	0.672560689190072	1	0.536	1
ATP1B2	0.00115350783328365	0.657634410983279	0.833	0.404	1
ANXA1	0.00116271857433158	-1.2652947512867	0.667	0.868	1
SEPT4	0.00124885827237691	0.52522371333199	0.833	0.427	1
FZD6	0.00126827764234341	0.376362604905263	0.833	0.366	1
PALM	0.0012812607514699	0.405717870955409	0.833	0.265	1
CD52	0.00134024962970942	-1.00379260806709	0.167	0.584	1
HMGB2	0.00147985606781257	0.783290876660372	1	0.598	1
MCEMP1	0.00161206623990369	-0.756729819852757	0.167	0.523	1
VCAN	0.00169771540374539	-1.90622241316987	0.167	0.638	1
FCGR2B	0.00183504159022112	-0.620796069847106	0	0.654	1
PGF	0.00194950468920493	0.399556057845616	0.833	0.392	1
