p_val	avg_log2FC	pct.1	pct.2	p_val_adj
FCGBP	4.93498871177961e-36	0.491440840317364	0.993	0.981	5.76900180407036e-33
F13A1	2.47296866428332e-30	0.538955674636596	0.993	0.861	2.8909003685472e-27
CD14	9.12610750944434e-29	0.288817904326716	1	0.993	1.06684196785404e-25
NRP1	8.4970839640018e-27	0.44142064948158	0.986	0.898	9.93309115391811e-24
TGFBI	7.72955865810806e-25	0.432966559561011	1	0.93	9.03585407132832e-22
GPR84	8.49786435799401e-25	0.310824440329597	0.917	0.851	9.934003434495e-22
S100B	2.21525466442733e-24	0.342544432204802	0.938	0.841	2.58963270271555e-21
SPP1	8.35408504269473e-23	0.264545991759586	1	0.999	9.76592541491015e-20
ANKH	6.84430739436244e-22	0.402154466155212	0.945	0.696	8.00099534400969e-19
ENG	2.13610129896543e-21	0.34634421343239	0.979	0.897	2.49710241849059e-18
RNASE2	1.12140051170389e-20	0.374488095817017	0.966	0.858	1.31091719818185e-17
CCND1	1.26304637371289e-20	0.327925104357492	0.986	0.91	1.47650121087037e-17
PLAU	3.75263222158765e-19	0.363026750740193	0.945	0.788	4.38682706703597e-16
CD163	5.87285250130856e-19	0.374411708227791	0.986	0.839	6.86536457402971e-16
TOP2A	1.02519933518178e-18	-0.34101831944541	0.49	0.784	1.1984580228275e-15
SLC16A10	1.42544486801438e-18	0.411006820586145	0.952	0.803	1.66634505070881e-15
CLEC5A	1.1346185905398e-17	0.390154554481074	0.938	0.802	1.32636913234103e-14
CD93	1.11080900243149e-15	0.297782480265694	0.979	0.929	1.29853572384241e-12
PLTP	2.32144784680073e-15	0.414471908934568	0.931	0.746	2.71377253291006e-12
IL7R	5.93922413887744e-15	0.320411331707137	0.848	0.843	6.94295301834773e-12
FOLR2	7.31975696313476e-15	0.317877638588775	0.924	0.824	8.55679588990454e-12
PMP22	1.18219093391473e-13	0.297517183908257	0.945	0.821	1.38198120174632e-10
A2M	8.0897749312856e-13	0.28505103666625	0.986	0.935	9.45694689467286e-10
ARID5B	9.70628790585577e-13	0.275378493108512	0.903	0.68	1.13466505619454e-09
ABL2	1.16131978945885e-12	0.310454041310134	0.972	0.806	1.35758283387739e-09
NRP2	8.32313484721055e-12	0.251485279031478	0.903	0.658	9.72974463638914e-09
MCEMP1	3.43296023123034e-11	-0.38333018839805	0.241	0.526	4.01313051030827e-08
FLNA	4.1238040623462e-11	-0.499008648087489	0.441	0.661	4.82072694888271e-08
TNF	9.64620104599277e-11	0.290289607266699	0.834	0.632	1.12764090227655e-07
CD52	3.26541110251238e-10	-0.413470769489524	0.297	0.586	3.81726557883697e-07
CENPF	2.90067316326543e-09	-0.305304613606932	0.572	0.798	3.39088692785729e-06
AREG	5.47040770526458e-09	-0.666536202171828	0.241	0.49	6.39490660745429e-06
RNASE1	6.01951024696627e-09	0.454963122863493	0.559	0.385	7.03680747870357e-06
GPR183	4.85893079650497e-08	0.253708814115738	0.986	0.865	5.68009010111431e-05
VCAN	3.78863066917197e-07	-0.526957838038343	0.476	0.639	0.000442890925226203
FCN1	5.92602324511653e-07	-0.437270359574166	0.386	0.556	0.000692752117354122
MRC1	3.41809869934736e-06	0.269758344457885	0.772	0.693	0.00399575737953707
S100A6	3.50170603048652e-06	-0.346819360993485	0.883	0.875	0.00409349434963875
C15orf48	4.06537451053997e-06	-0.356469337308908	0.524	0.672	0.00475242280282122
CXCL2	4.44361264072185e-06	-0.399221386328226	0.476	0.635	0.00519458317700384
EREG	6.91452484985402e-06	-0.471648040249044	0.228	0.479	0.00808307954947935
IL1RN	1.80089775546908e-05	-0.29464929752883	0.807	0.83	0.0210524947614336
LYZ	2.30097477762439e-05	-0.255804270971976	0.966	0.885	0.0268983951504291
PLIN2	0.000193861582124283	-0.269621290736896	0.779	0.77	0.226624189503287
MKI67	0.000280089358859946	-0.325072677749528	0.655	0.778	0.327424460507277
MARCO	0.000515958489196006	-0.309231668107035	0.228	0.403	0.603155473870131
CXCL3	0.00288745140411203	-0.305635609622061	0.476	0.587	1
S100A12	0.00864525923486078	-0.252251355634824	0.338	0.489	1
CXCR4	0.0178537934789457	-0.252060550438919	0.483	0.549	1
ANPEP	0.0332118729682082	-0.308643430917316	0.593	0.603	1
