p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ITM2A	0.00091582037941581	0.662965332595257	1	0.466	1
GZMA	0.00108827746961029	0.820810104249932	1	0.213	1
SELENOM	0.00287417867491562	-0.293851488605327	0	0.595	1
BRCA2	0.00293860939915688	-0.322628886116133	0	0.602	1
INSR	0.00643813563656853	-0.371802226283008	0	0.317	1
AC245014.3	0.00712055611812397	-0.465513568806479	0.25	0.774	1
AL360012.1	0.00725834771404828	-0.294259963644366	0	0.562	1
KIF15	0.00840268872444668	0.522264845429799	1	0.592	1
FCGR2B	0.00977122164841955	-0.827798689209331	0.25	0.654	1
NKG7	0.010667715056416	0.852485739234281	1	0.54	1
NES	0.0111962026948855	0.329141515221027	1	0.317	1
C12orf57	0.0123039242931823	-0.604596136613307	0.5	0.811	1
DNAJA4	0.014064393881691	-0.344205827086308	0	0.558	1
OPTN	0.0155751570791615	0.371440939115073	0.75	0.209	1
ACP5	0.0162022800978508	-0.472574140697721	0	0.605	1
FZD1	0.0181180182468736	-0.301944864949867	0	0.552	1
GADD45A	0.0197167578375095	-0.363998808779037	0	0.482	1
GABPB1-AS1	0.0213949273905247	-0.466416536575623	0	0.494	1
MKI67	0.0222372108667659	1.01666157899296	1	0.776	1
S100A16	0.0233581656314084	0.329728055557257	1	0.4	1
GCLM	0.0237693117285447	0.483755855702854	1	0.417	1
SH3BP5	0.0248796386053051	-0.561787008735641	0.25	0.625	1
MXI1	0.0285031074181609	-0.41369353715668	0	0.431	1
CD2	0.0317615965579208	0.632478125310822	0.75	0.331	1
BUB1	0.0324719226835553	0.850408009065529	1	0.614	1
OCIAD2	0.0345393918905798	0.362986548319647	1	0.538	1
CENPF	0.0395693797529855	1.12470742641182	1	0.796	1
PLK1	0.0476275220880843	0.253895079994395	1	0.679	1
SERPINE1	0.0479062587435564	-0.741835520145295	0	0.36	1
MT2A	0.0481945050868743	0.494162676333374	1	0.81	1
SLAMF7	0.0503887655147071	0.267400482138225	1	0.656	1
GZMK	0.0513201872083385	1.20610620366664	0.75	0.27	1
ID3	0.0523453684807198	-0.281639905486905	0.25	0.58	1
HIST1H4C	0.0542882826128335	0.434215990920173	1	0.891	1
GBP4	0.0563021876668968	0.372630930396727	1	0.701	1
SERPINB2	0.0566765253848019	0.465296386861684	0.75	0.386	1
CD27	0.057386424305177	0.455425870327551	0.75	0.179	1
PTTG1	0.057665200591607	0.760340785481405	1	0.659	1
ACTG1	0.0586681046270542	0.265586399055773	1	0.993	1
WDR74	0.0588088294347706	-0.288387748510808	0.25	0.615	1
FOS	0.0588978518331808	-0.636879247791732	0.75	0.949	1
IKZF3	0.0594975210445512	0.892534089933486	0.75	0.264	1
KIF14	0.0618997129005927	0.300476285880283	1	0.682	1
DSTN	0.0645438002824711	0.502880305933826	1	0.732	1
PLAC8	0.0662479756379352	-0.279002884981672	0.25	0.65	1
APOLD1	0.0665485880183554	0.319905073564782	0.75	0.36	1
H1FX	0.0677518840390052	-0.499961706608417	0.5	0.831	1
F2R	0.0685280958981085	0.270811568456241	0.75	0.481	1
ZBTB20	0.0766003977141018	0.546304466710412	0.75	0.454	1
PTGER4	0.0797627281851842	-0.590503765164417	0.75	0.767	1
CDH2	0.0806524863113726	0.432748592439555	0.75	0.467	1
NUCB2	0.0830581731884741	0.339407136732627	1	0.754	1
