p_val	avg_log2FC	pct.1	pct.2	p_val_adj
HBEGF	4.58557864872703e-83	-0.720745041072693	0.439	0.891	5.3605414403619e-80
PTGS2	4.14892005210845e-74	-0.689745602758581	0.384	0.802	4.85008754091478e-71
SLC2A3	1.22644251521347e-73	-0.713978934815362	0.455	0.876	1.43371130028455e-70
CD44	3.68104925524476e-70	-0.70489311109059	0.667	0.875	4.30314657938113e-67
IL1RN	4.02007673535536e-66	-0.614123305897252	0.484	0.839	4.69946970363042e-63
VEGFA	7.19108613142719e-66	-0.664025903407405	0.272	0.703	8.40637968763839e-63
THBD	1.48349598719766e-60	-0.565027923216481	0.421	0.794	1.73420680903406e-57
CXCL8	1.5929051662747e-59	-0.585554910274142	0.823	0.938	1.86210613937513e-56
FCGR2B	8.84538754225149e-57	-0.438174217884123	0.278	0.664	1.0340258036892e-53
VCAN	1.42696595886188e-56	-0.90707554041549	0.249	0.648	1.66812320590953e-53
MRC1	4.98069570251462e-55	-0.498299876260318	0.294	0.704	5.82243327623959e-52
ZNF331	2.3580048645277e-53	-0.54009434621176	0.86	0.904	2.75650768663288e-50
LYZ	2.76615187434469e-53	-0.659946231481278	0.677	0.891	3.23363154110894e-50
DUSP4	3.52820783386579e-53	-0.324192889881586	0.243	0.603	4.12447495778911e-50
CXCL2	4.54755730547783e-51	-0.71377471609358	0.222	0.644	5.31609449010359e-48
NRG1	1.14014779916256e-48	-0.276358823779478	0.722	0.772	1.33283277722103e-45
FOS	7.59843077732982e-48	-0.463247807540328	0.759	0.954	8.88256557869856e-45
ANPEP	1.73693394179444e-47	-0.515218259215755	0.296	0.611	2.0304757779577e-44
SMC4	1.50672436438806e-42	-0.317638388215956	0.561	0.759	1.76136078196964e-39
DUSP2	2.6064885321311e-42	-0.4465209462364	0.72	0.819	3.04698509406126e-39
INSIG1	2.84156826975139e-42	-0.380586514360475	0.511	0.709	3.32179330733938e-39
DUSP6	2.46483492174366e-41	-0.425542075919745	0.643	0.822	2.88139202351834e-38
GPR183	1.16057634702232e-39	-0.504248507059315	0.836	0.867	1.35671374966909e-36
CD300E	4.4257767800846e-39	-0.380055894239227	0.646	0.734	5.1737330559189e-36
APOC1	1.53029139868869e-38	0.285642869383816	0.979	0.967	1.78891064506708e-35
MARCKSL1	1.0123048547931e-37	-0.333473836034309	0.791	0.844	1.18338437525314e-34
ABL2	1.70602348025695e-37	-0.502128488557951	0.77	0.808	1.99434144842037e-34
EGR1	1.9293758802042e-36	-0.477136215803758	0.519	0.824	2.25544040395871e-33
CYTOR	4.54126058402775e-36	-0.347453118943904	0.381	0.716	5.30873362272844e-33
NR4A3	3.77828919829591e-34	-0.479413808518532	0.765	0.799	4.41682007280792e-31
S100A12	4.45956528963984e-34	-0.302879310580758	0.169	0.496	5.21323182358897e-31
TREM1	2.05994357247725e-33	-0.308131023015173	0.513	0.788	2.40807403622591e-30
SLC16A10	3.21568384416049e-33	-0.422002473752858	0.693	0.807	3.75913441382361e-30
PMP22	7.38755809384852e-33	-0.284910533209567	0.524	0.83	8.63605541170892e-30
ITGB1	1.13559497891069e-32	-0.38285239661053	0.873	0.928	1.3275105303466e-29
