p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PLVAP	3.83454242458918e-29	0.27342057855142	0.945	0.78	4.48258009434476e-26
CLDN1	3.76078260464424e-27	0.281109424671696	0.89	0.798	4.39635486482912e-24
GPR183	4.04097422979226e-24	0.561960276624255	0.989	0.866	4.72389887462715e-21
TCHH	1.03500866086403e-23	0.490528150015776	0.901	0.699	1.20992512455005e-20
ADAMDEC1	7.32127724022374e-23	0.491232811053553	0.978	0.821	8.55857309382155e-20
HLA-DQA1	6.27678940715682e-22	0.457597121837442	1	0.95	7.33756681696632e-19
ARL4C	1.05409146375322e-21	0.521345199022722	1	0.918	1.23223292112751e-18
NRARP	1.23289981205053e-17	0.273822541638809	0.846	0.775	1.44125988028707e-14
NR4A3	2.20241817726494e-17	0.481406870019732	0.967	0.798	2.57462684922271e-14
ZNF331	6.00689965874047e-17	0.444854827867314	1	0.902	7.0220657010676e-14
DUSP2	8.44278711811655e-17	0.470737659462228	0.978	0.816	9.86961814107825e-14
VMO1	1.54255257919593e-16	0.252761795458833	0.967	0.753	1.80324396508004e-13
S100A8	3.04190301749427e-16	-0.663330982227706	0.736	0.906	3.5559846274508e-13
S100A9	2.67022667470915e-15	-0.496189083332578	0.945	0.966	3.121494982735e-12
PTGER4	6.16236061788869e-15	0.440540401787899	0.967	0.765	7.20379956231188e-12
SDS	6.74883822571293e-15	0.426496267418438	0.879	0.797	7.88939188585841e-12
CD69	1.09923947372354e-14	0.284025808059889	0.978	0.805	1.28501094478282e-11
HBEGF	1.73526021761935e-14	0.415470030160388	1	0.879	2.02851919439702e-11
IL1B	3.00960206609321e-14	0.310400828059509	1	0.983	3.51822481526297e-11
VIM	8.73245542576235e-14	-0.308252034342166	1	0.978	1.02082403927162e-10
CD9	4.55117559348309e-13	0.416961860900943	0.912	0.733	5.32032426878173e-10
ARL5B	6.73862278315925e-13	0.340653474341277	0.89	0.715	7.87745003351316e-10
PLAU	1.19620833804005e-11	0.322286281331025	0.978	0.789	1.39836754716882e-08
LDHA	3.02030109213893e-11	-0.274429155870653	0.978	0.951	3.53073197671041e-08
BMPR2	1.31847789520882e-10	0.259503716518767	0.824	0.643	1.54130065949911e-07
SPP1	1.53569403799251e-10	-0.270593920991344	1	0.999	1.79522633041325e-07
PRDM1	1.9258037899066e-10	0.411888882039642	0.89	0.68	2.25126463040081e-07
ATF3	5.472335426792e-10	0.365860157012393	0.967	0.785	6.39716011391984e-07
PTTG1	5.54762020392301e-10	-0.260018373409496	0.363	0.661	6.485168018386e-07
LIPA	2.00553537840981e-09	0.34266606810537	0.956	0.764	2.34447085736107e-06
IRF1	2.91681023335456e-09	0.361605363816026	0.912	0.706	3.40975116279148e-06
PCLAF	3.01863621824535e-09	-0.258080566019287	0.593	0.769	3.52878573912881e-06
OTUD1	6.40795886942767e-09	0.32007612950443	1	0.814	7.49090391836095e-06
CXCR4	8.69586169281916e-09	0.391277889048515	0.791	0.547	1.01654623189056e-05
AREG	9.68052326727368e-09	0.42250039246016	0.78	0.486	1.13165316994429e-05
ABL2	1.28005382097293e-08	0.308128655205287	1	0.806	1.49638291671736e-05
A2M	2.23871766349279e-08	0.282418158486463	1	0.935	2.61706094862307e-05
PTGS2	3.00020246073982e-08	0.33438806242704	0.956	0.79	3.50723667660485e-05
PTMS	4.32432383918842e-08	0.257861600722568	0.956	0.887	5.05513456801127e-05
BIRC5	8.68179988927237e-08	-0.279013037806152	0.714	0.795	0.000101490240705594
INSIG1	1.12405540858964e-07	0.278599576222369	0.835	0.703	0.000131402077264129
SLC40A1	2.96135820991267e-07	0.293741105212306	0.725	0.481	0.000346182774738792
OSM	7.89284948241256e-07	0.273299448589708	0.857	0.742	0.000922674104494028
S100A10	2.26088005772551e-06	-0.398299498258942	0.868	0.857	0.00264296878748112
MKI67	3.92872699954621e-06	-0.322098602204052	0.67	0.777	0.00459268186246952
TWISTNB	5.17916841405074e-06	0.286592431858106	0.703	0.537	0.00605444787602531
PLP2	7.84666890132161e-06	-0.297905729018204	0.571	0.727	0.00917275594564497
NAF1	9.38289791195137e-06	0.260098647774973	0.659	0.455	0.0109686076590712
CD163	1.33876102072643e-05	-0.262021632245961	0.846	0.84	0.0156501163322919
TYMS	2.86824809925639e-05	-0.268737830993695	0.582	0.672	0.0335298202803072
