p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CDKN2D	3.54046623056911e-124	-0.392726612498711	0.046	0.452	4.13880502353529e-121
IFI6	3.42968117452891e-64	-0.527223428433151	0.179	0.627	4.0092972930243e-61
CCL4	5.57386771104511e-61	0.39611013081539	1	0.964	6.51585135421174e-58
CCL3	9.99682741614581e-49	0.332125538433957	1	0.965	1.16862912494745e-45
SMC4	1.24330880576495e-48	-0.271875981990456	0.386	0.762	1.45342799393922e-45
LPL	3.9491338083938e-48	0.329221984189777	0.856	0.366	4.61653742201236e-45
KLF2	3.13756970879481e-44	0.447486035039912	0.986	0.782	3.66781898958113e-41
CCL3L1	4.69867437616539e-40	0.318154762040407	0.996	0.97	5.49275034573734e-37
CKS2	3.54838583110486e-38	-0.356305683029334	0.305	0.572	4.14806303656158e-35
CCL4L2	4.25916114192896e-37	0.270840556651444	1	0.99	4.97895937491496e-34
FOS	4.59179050332943e-36	0.271167999364541	1	0.948	5.3678030983921e-33
VIM	9.06639517671022e-35	-0.315388127307901	1	0.977	1.05986159615742e-31
S100A6	3.76718021231553e-33	-0.60672846422158	0.951	0.873	4.40383366819685e-30
AC245014.3	1.27039750679245e-32	0.280272252031103	0.961	0.77	1.48509468544038e-29
RCAN1	3.47428456230394e-32	-0.382419413618596	0.288	0.383	4.06143865333331e-29
OTUD1	1.07658693835759e-31	0.360004263039726	0.965	0.812	1.25853013094003e-28
S100A10	5.38689548473893e-31	-0.517663898914851	0.982	0.855	6.29728082165981e-28
AHNAK	7.65900808866188e-31	-0.385261425751022	0.2	0.498	8.95338045564573e-28
PDK4	2.32809134462364e-28	0.344341682363991	0.772	0.373	2.72153878186503e-25
LYZ	6.41752558482583e-23	-0.467819346326067	0.811	0.888	7.50208740866139e-20
MRC1	2.58968334383124e-22	-0.390925372754366	0.498	0.697	3.02733982893872e-19
VEGFA	3.89417832099288e-21	-0.363821318597996	0.474	0.696	4.55229445724068e-18
S100A4	4.4209308407186e-21	-0.283666171998622	0.996	0.948	5.16806815280004e-18
IFITM3	1.76693596645136e-19	-0.316024280591465	0.54	0.796	2.06554814478164e-16
EMP3	1.86142106669111e-19	-0.305406493514951	0.968	0.867	2.1760012269619e-16
ANXA1	3.13574282763392e-19	-0.270705533798987	0.993	0.866	3.66568336550405e-16
HSPA1B	8.37899188705519e-19	0.446952558956253	0.779	0.571	9.79504151596752e-16
RHOB	1.31870189706013e-18	0.270244734782041	0.979	0.786	1.54156251766329e-15
CD44	1.57743940921837e-18	-0.31272944325669	0.993	0.867	1.84402666937628e-15
TGFBI	3.22720701229664e-18	-0.275288462561219	0.993	0.93	3.77260499737477e-15
TIMP1	3.81498166651161e-18	-0.364387107954803	0.986	0.876	4.45971356815207e-15
FCN1	9.74211082175004e-17	-0.374387845613455	0.467	0.556	1.13885275506258e-13
EGR1	2.34444799231835e-16	0.263741915144599	0.958	0.813	2.74065970302015e-13
TXN	2.04140218206829e-15	-0.362060832422111	0.698	0.713	2.38639915083783e-12
CSTB	2.71849443463391e-15	-0.341501876754895	0.937	0.877	3.17791999408704e-12
LGALS3	2.34558569045669e-13	-0.335180527933865	0.972	0.816	2.74198967214387e-10
RGS16	9.98178266401053e-13	0.321475730741014	0.898	0.857	1.16687039342283e-09
HSPH1	1.56846233507533e-11	0.277601168762477	0.768	0.734	1.83353246970306e-08
HSPB1	9.44713006903127e-11	-0.315378777694601	0.558	0.863	1.10436950506976e-07
PTGER4	5.29097501394993e-10	0.2550753353813	0.863	0.765	6.18514979130747e-07
CXorf21	9.20513142798303e-10	0.310980429147151	0.867	0.825	1.07607986393122e-06
AREG	3.18154367831601e-09	-0.358437090113935	0.47	0.488	3.71922455995141e-06
SCIN	3.41305707287218e-09	0.267956998844027	0.786	0.888	3.98986371818758e-06
NUSAP1	5.72470750071798e-08	-0.299693604315382	0.677	0.707	6.69218306833932e-05
PLP2	1.52392695890363e-07	-0.318749508677742	0.93	0.722	0.000178147061495834
PLIN2	6.47989108033951e-07	-0.299033273107303	0.726	0.771	0.000757499267291689
FILIP1L	4.12778746158534e-06	0.404092050896346	0.582	0.474	0.00482538354259326
LSP1	4.35963076810101e-06	-0.300171647183542	0.965	0.737	0.00509640836791008
