p_val	avg_log2FC	pct.1	pct.2	p_val_adj
LGALS2	1.5753152349134e-58	0.538969159110773	0.936	0.441	1.84154350961377e-55
CFP	5.33170819832088e-55	0.520828830087385	0.959	0.418	6.23276688383711e-52
FCN1	1.34765400181196e-50	0.872382775909565	0.953	0.55	1.57540752811818e-47
S100A9	4.70970649713683e-42	0.535561153414255	1	0.965	5.50564689515296e-39
LYZ	4.52949777114013e-37	0.631534180842533	0.977	0.885	5.29498289446282e-34
IGFBP7	3.87770106654984e-35	0.29718138168107	0.959	0.47	4.53303254679677e-32
AC020656.1	7.13222797274833e-35	0.597397541119538	0.901	0.464	8.3375745001428e-32
S100A8	2.9101460616971e-34	0.609893410149073	0.983	0.904	3.40196074612391e-31
S100A4	2.30845832401268e-31	0.429296256110309	0.994	0.949	2.69858778077082e-28
VCAN	2.49251053690128e-26	0.624737217362306	0.965	0.634	2.9137448176376e-23
CDA	6.12405021049129e-26	0.252925382071679	0.901	0.586	7.15901469606432e-23
JAML	1.11431285156089e-25	0.327169232648168	0.936	0.681	1.30263172347468e-22
CD36	6.36470233606048e-24	0.338977356410945	0.82	0.382	7.4403370308547e-21
FLNA	2.04224694010595e-21	0.406914215310099	0.977	0.655	2.38738667298386e-18
S100A6	1.26706844755188e-20	0.453105292906889	0.994	0.874	1.48120301518814e-17
APOBEC3A	4.12894839906918e-20	0.416029275694731	0.767	0.577	4.82674067851187e-17
CD52	4.95894689934782e-19	0.324745939746772	0.942	0.579	5.7970089253376e-16
FYN	8.03886228217864e-19	0.283543573989901	0.767	0.456	9.39743000786683e-16
S100A12	2.01479918084164e-18	0.585223482431015	0.785	0.484	2.35530024240388e-15
RCAN1	6.4610519637812e-18	-0.32694315670708	0.186	0.384	7.55296974566022e-15
PECAM1	1.77199022993904e-17	0.312317306147061	0.971	0.781	2.07145657879874e-14
PTMS	1.05912482208815e-16	-0.363404186916164	0.802	0.889	1.23811691702105e-13
THBS1	2.92437609573666e-16	0.618440650826372	0.721	0.376	3.41859565591615e-13
HSPB1	4.00371051182602e-16	-0.440200437834211	0.599	0.86	4.68033758832461e-13
MDM2	3.26066830839599e-15	-0.349912877752754	0.331	0.439	3.81172125251491e-12
IRF1	5.18412239910776e-15	0.267381120017933	0.971	0.704	6.06023908455698e-12
CD59	4.4119353346819e-14	-0.253754955178535	0.419	0.693	5.15755240624314e-11
SLC3A2	8.22433210355234e-14	-0.357256215806988	0.674	0.827	9.61424422905269e-11
GPNMB	1.67804280424951e-13	-0.46254766741204	0.488	0.685	1.96163203816768e-10
CTSL	2.9948859314122e-12	-0.297978016785712	0.971	0.904	3.50102165382086e-09
FCGBP	8.08346934706215e-11	-0.284799130703295	0.983	0.981	9.44957566671565e-08
ABL2	1.63376385439832e-10	-0.400173905486578	0.785	0.807	1.90986994579163e-07
AREG	1.47285660253362e-09	0.410133706698169	0.785	0.484	1.7217693683618e-06
MRC1	2.73236770481098e-09	-0.381400333473152	0.61	0.694	3.19413784692404e-06
IFITM2	3.08871420441016e-09	0.270701128916488	0.878	0.799	3.61070690495547e-06
A2M	3.1294401075743e-09	-0.337462313595599	0.86	0.937	3.65831548575436e-06
RIPOR2	3.1435790064649e-09	0.425581384610553	0.628	0.348	3.67484385855747e-06
PLIN2	5.14233295553549e-09	-0.3940643999424	0.703	0.771	6.01138722502099e-06
F13A1	2.45142245523963e-08	-0.325009958395395	0.808	0.862	2.86571285017513e-05
MKI67	3.40080727217267e-08	-0.276636250946915	0.977	0.774	3.97554370116985e-05
HLA-DQA1	1.13628974819254e-07	-0.263806399563532	0.762	0.953	0.000132832271563707
NRP1	2.96105109932584e-07	-0.261548205124507	1	0.898	0.000346146873511191
PMP22	1.07703926290157e-06	-0.296920471269795	0.953	0.821	0.00125905889833193
MMP19	1.94611140205592e-06	-0.25358199522991	0.384	0.413	0.00227500422900337
IL7R	3.19569972071032e-06	-0.273808742701676	1	0.841	0.00373577297351036
ATF3	5.38325820396091e-06	-0.295417548563811	0.733	0.787	0.00629302884043031
CCL20	7.11625781581657e-05	-0.313975681101607	0.477	0.572	0.0831890538668958
SERPINE1	0.000180289123694733	0.256384119760633	0.616	0.356	0.210757985599143
HSPH1	0.000253582169258878	-0.252087721653724	0.593	0.736	0.296437555863628
CLEC5A	0.00045922072275446	-0.260637869326925	0.924	0.802	0.536829024899964
AHNAK	0.0010902295673659	0.259674184286081	0.663	0.49	1
FCGR2B	0.00647513064687497	-0.311328319085036	0.878	0.652	1
SLC16A10	0.00858623026304277	-0.315473489267499	0.994	0.802	1
NUSAP1	0.0379996658076914	-0.277972034499574	0.837	0.705	1
BNIP3	0.123874919959314	-0.296541946195996	0.977	0.596	1
MARCO	0.246444604255828	-0.334536754657334	0.558	0.4	1
CXCL3	0.432083971140188	-0.390331183496706	0.855	0.583	1
STMN1	0.919062788889394	-0.294642782785326	0.994	0.882	1
