p_val	avg_log2FC	pct.1	pct.2	p_val_adj
HAMP	0	0.48809859948335	0.946	0.958	0
NRG1	0	-0.313370190400329	0.51	0.845	0
PLIN2	0	-0.648724746468948	0.559	0.832	0
STMN1	0	0.855519578953859	0.953	0.863	0
APOE	0	0.293498649348264	0.997	0.989	0
EMP3	0	-0.509769298288764	0.674	0.925	0
TIMP1	0	-0.638222612564124	0.728	0.921	0
S100A6	0	-0.880854095779738	0.672	0.934	0
NDRG1	0	-0.509432849034313	0.408	0.797	0
MARCKSL1	0	-0.304857780764757	0.68	0.89	0
FLNA	0	-0.647311441151559	0.281	0.768	0
TK1	0	0.530610321438236	0.803	0.755	0
SH3BP5	0	-0.409309451125757	0.275	0.726	0
LSP1	0	-0.490013433345101	0.458	0.824	0
VIM	0	-0.438901734302489	0.924	0.993	0
CD52	0	-0.557627612843306	0.243	0.682	0
ACP5	0	-0.37288244665677	0.267	0.703	0
FCGBP	0	0.40143326498229	0.981	0.982	0
SLC2A3	0	-0.610740047665199	0.703	0.913	0
FCN1	0	-0.548213386312119	0.221	0.651	0
VCAN	0	-1.03660590019857	0.255	0.748	0
S100A10	0	-0.963878004803973	0.583	0.937	0
C15orf48	0	-0.674768982116872	0.296	0.779	0
ADAM8	0	-0.337843119840684	0.262	0.752	0
H2AFZ	0	0.531428915225661	0.939	0.865	0
TREM1	0	-0.485252671919803	0.575	0.841	0
SDS	0	-0.304338522846413	0.572	0.862	0
MKI67	0	0.566923133127832	0.794	0.772	0
CD44	0	-0.544337797851433	0.661	0.93	0
ANPEP	0	-0.554809253407937	0.217	0.715	0
LGALS3	0	-0.606436699947733	0.593	0.885	0
RETN	0	-0.324925006547007	0.201	0.632	0
JAML	0	-0.295972775327036	0.361	0.777	0
CD300E	0	-0.454148514951551	0.41	0.825	0
FCGR2B	4.29938796947712e-298	-0.422208184705831	0.357	0.74	5.02598453631875e-295
CEP55	6.50145726078012e-296	0.408136585518906	0.74	0.745	7.60020353785196e-293
MCEMP1	1.11245478385893e-295	-0.464960346416821	0.187	0.62	1.30045964233109e-292
BIRC5	1.96229176994888e-288	0.528939955536772	0.78	0.799	2.29391907907024e-285
VEGFA	7.36467732861944e-287	-0.567933899586173	0.438	0.765	8.60930779715612e-284
NUSAP1	9.58646315210969e-287	0.482788065825209	0.747	0.695	1.12065754248162e-283
UPP1	2.09010276075758e-286	-0.486064421489852	0.492	0.813	2.44333012732562e-283
LYZ	4.70922673175412e-279	-0.538657728576965	0.772	0.919	5.50508604942057e-276
CSTB	1.30646697570638e-277	-0.482115148040879	0.747	0.916	1.52725989460076e-274
ATAD2	6.25527047263421e-277	0.362975289000167	0.756	0.681	7.31241118250939e-274
PCLAF	2.61220008517596e-269	0.542141429013915	0.752	0.772	3.0536618995707e-266
S100A12	5.60732320443455e-269	-0.349922858614701	0.154	0.584	6.55496082598399e-266
CXCL8	8.34995464971101e-263	-0.413622172173458	0.852	0.959	9.76109698551217e-260
FAM111B	1.50361681436045e-262	0.32504075183522	0.682	0.656	1.75772805598737e-259
ACTN1	1.01239760252628e-249	-0.34701941166678	0.53	0.832	1.18349279735322e-246
APOC1	1.85570579273076e-244	0.29399046626138	0.982	0.963	2.16932007170226e-241
